Year,Month,Organization Name - EN,Organization Name - FR,owner_org,Number of Informal Requests,Unique Packages
2021,8,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,18,17
2021,8,Shared Services Canada,Services partagés Canada,ssc-spc,24,20
2021,8,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,sshrc-crsh,1,1
2021,8,Statistics Canada,Statistique Canada,statcan,2,2
2021,8,Transport Canada,Transports Canada,tc,3,3
2021,8,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,1,1
2021,8,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,9,9
2021,8,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,vfpa-apvf,1,1
2021,8,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,2,2
2021,7,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,5,5
2021,7,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,6,4
2021,7,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,45,33
2021,7,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,3,2
2021,7,Canada Enterprise Emergency Funding Corporation,La Corporation de financement d’urgence d’entreprises du Canada,ceefc-cfuec,1,1
2021,7,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,3,1
2021,7,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,4,4
2021,7,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,16,13
2021,7,Canadian Centre for Occupational Health and Safety,Centre canadien d'hygiène et de sécurité au travail,ccohs-cchst,1,1
2021,7,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,3,2
2021,7,Canadian Heritage,Patrimoine canadien,pch,16,15
2021,7,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,1,1
2021,7,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,1,1
2021,7,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,cannor,1,1
2021,7,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,5,4
2021,7,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,18,17
2021,7,Canadian Space Agency,Agence spatiale canadienne,csa-asc,2,2
2021,7,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,2,2
2021,7,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,3,2
2021,7,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,8,8
2021,7,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,14,13
2021,7,Defence Construction Canada,Construction de Défense Canada,dcc-cdc,2,1
2021,7,Department of Finance Canada,Ministère des Finances Canada,fin,8,7
2021,7,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,20,15
2021,7,Department of Justice Canada,Ministère de la Justice Canada,jus,19,13
2021,7,Elections Canada,Élections Canada,elections,3,3
2021,7,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,31,28
2021,7,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,7,6
2021,7,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,feddevontario,1,1
2021,7,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,fcac-acfc,1,1
2021,7,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,3,3
2021,7,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,6,4
2021,7,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,51,48
2021,7,Health Canada,Santé Canada,hc-sc,26,23
2021,7,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,3,3
2021,7,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,163,120
2021,7,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,iaac-aeic,2,2
2021,7,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,80,72
2021,7,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,31,26
2021,7,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,14,10
2021,7,National Capital Commission,Commission de la capitale nationale,ncc-ccn,4,4
2021,7,National Defence,Défense nationale,dnd-mdn,19,18
2021,7,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,4,3
2021,7,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,4,4
2021,7,Privy Council Office,Bureau du Conseil privé,pco-bcp,13,12
2021,7,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,10,7
2021,7,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,1,1
2021,7,Public Safety Canada,Sécurité publique Canada,ps-sp,12,11
2021,7,Public Sector Pension Investment Board,Office d’investissement des régimes de pensions du secteur public,pspib-oirpsp,1,1
2021,7,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,15,15
2021,7,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,5,5
2021,7,Shared Services Canada,Services partagés Canada,ssc-spc,4,4
2021,7,Transport Canada,Transports Canada,tc,10,10
2021,7,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,1,1
2021,7,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,7,6
2021,7,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,4,4
2021,7,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),vrab-tacra,2,2
2021,7,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada,wd-deo,1,1
2021,7,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,2,1
2021,6,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,2,2
2021,6,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,45,39
2021,6,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,ced-dec,1,1
2021,6,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,9,2
2021,6,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,31,15
2021,6,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,1,1
2021,6,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,3,3
2021,6,Canadian Heritage,Patrimoine canadien,pch,52,21
2021,6,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,2,1
2021,6,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,4,4
2021,6,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,2,1
2021,6,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,cannor,2,1
2021,6,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,5,5
2021,6,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,13,7
2021,6,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,12,10
2021,6,Canadian Space Agency,Agence spatiale canadienne,csa-asc,6,3
2021,6,Canadian Transportation Agency,Office des transports du Canada,cta-otc,2,2
2021,6,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,3,3
2021,6,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,1,1
2021,6,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,12,11
2021,6,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,13,8
2021,6,Department of Finance Canada,Ministère des Finances Canada,fin,17,15
2021,6,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,22,10
2021,6,Department of Justice Canada,Ministère de la Justice Canada,jus,8,7
2021,6,Elections Canada,Élections Canada,elections,1,1
2021,6,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,19,17
2021,6,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,5,5
2021,6,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,feddevontario,3,3
2021,6,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,2,2
2021,6,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,37,28
2021,6,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,10,10
2021,6,Health Canada,Santé Canada,hc-sc,37,30
2021,6,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,3,2
2021,6,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,338,269
2021,6,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,48,41
2021,6,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,14,12
2021,6,National Capital Commission,Commission de la capitale nationale,ncc-ccn,5,5
2021,6,National Defence,Défense nationale,dnd-mdn,46,36
2021,6,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,18,18
2021,6,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,ocol-clo,2,2
2021,6,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,2,2
2021,6,Parks Canada,Parcs Canada,pc,2,2
2021,6,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,2,2
2021,6,Privy Council Office,Bureau du Conseil privé,pco-bcp,13,12
2021,6,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,21,15
2021,6,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,1,1
2021,6,Public Safety Canada,Sécurité publique Canada,ps-sp,14,10
2021,6,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,1,1
2021,6,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,30,26
2021,6,Revera Inc.,Revera Inc.,ri,2,1
2021,6,Royal Canadian Mint,Monnaie royale canadienne,mint-monnaie,2,2
2021,6,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,4,3
2021,6,Shared Services Canada,Services partagés Canada,ssc-spc,9,8
2021,6,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,sshrc-crsh,3,2
2021,6,Statistics Canada,Statistique Canada,statcan,1,1
2021,6,Transport Canada,Transports Canada,tc,3,3
2021,6,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,1,1
2021,6,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,10,8
2021,6,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,vfpa-apvf,1,1
2021,6,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,5,4
2021,6,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),vrab-tacra,2,1
2021,6,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,2,2
2021,5,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,12,8
2021,5,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,2,2
2021,5,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,47,39
2021,5,Canada Council for the Arts,Conseil des arts du Canada,cca-cac,1,1
2021,5,Canada Development Investment Corporation,Corporation de développement des investissements du Canada,cdev,3,3
2021,5,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,ced-dec,4,1
2021,5,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,21,14
2021,5,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,1,1
2021,5,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,12,10
2021,5,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,19,17
2021,5,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,1,1
2021,5,Canada Science and Technology Museum,Musée des sciences et de la technologie du Canada,cstm-mstc,1,1
2021,5,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,1,1
2021,5,Canadian Heritage,Patrimoine canadien,pch,32,24
2021,5,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,1,1
2021,5,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,9,5
2021,5,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,4,3
2021,5,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,3,3
2021,5,Canadian Space Agency,Agence spatiale canadienne,csa-asc,9,6
2021,5,Canadian Transportation Agency,Office des transports du Canada,cta-otc,5,4
2021,5,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,20,17
2021,5,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,10,9
2021,5,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,3,3
2021,5,Defence Construction Canada,Construction de Défense Canada,dcc-cdc,1,1
2021,5,Department of Finance Canada,Ministère des Finances Canada,fin,28,27
2021,5,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,13,12
2021,5,Department of Justice Canada,Ministère de la Justice Canada,jus,8,7
2021,5,Elections Canada,Élections Canada,elections,3,2
2021,5,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,30,29
